Код,Наименование товаров,Заказ,Розничная,Корпоративная,от  5000 рублей,от 15000 рублей
00000653,"1-652 Разъем ""банан"" ""гн"" 35 мм пластик на корпус, красный и черный (шт.)",,30.00 руб.,17.43 руб.,19.44 руб.,18.72 руб.
00004191,"1-654 Разъем ""банан"" ""гн"" 45 мм пластик на корпус, красный и черный (шт.)",,35.00 руб.,30.78 руб.,21.87 руб.,21.06 руб.
00000351,"1-656 Разъем ""банан"" ""гн"" 45 мм пластик на корпус с шайбой, красный и черный (шт.)",,35.00 руб.,19.61 руб.,21.87 руб.,21.06 руб.
00005686,"1-663 Разъем BANANA ""гн"" 28мм пластик на корпус, красный и черный. Кабель до 6.0мм. (шт.)",,50.00 руб.,37.26 руб.,27.95 руб.,26.91 руб.
00001308,"1-663G Разъем ""банан"" ""гн"" 28мм пластик ""позолоченный"" на корпус, красный и черный. Кабель до 6.0мм. (шт.)",,50.00 руб.,47.88 руб.,34.02 руб.,32.76 руб.
00005344,"1-665G Разъем BANANA ""гн"" 35мм с изолятором металл ""позолоченный"" на корпус (красный и черный). Кабель до 6.0мм. (шт.)",,70.00 руб.,64.98 руб.,46.17 руб.,44.46 руб.
00002740,"1-669G Разъем BANANA ""гн"" 47мм металл ""позолоченный"" на корпус, красный и черный. Кабель до 6.0мм. (шт.)",,200.00 руб.,188.10 руб.,128.70 руб.,123.75 руб.
00005807,"1-690G Вилка акустическая металл ""позолоченная"" на кабель, винт, красная и черная (шт.)",,160.00 руб.,148.50 руб.,123.75 руб.,118.80 руб.
00005808,"1-691G Вилка акустическая металл ""позолоченная"" на кабель, пайка, красная и черная (шт.)",,100.00 руб.,91.13 руб.,78.98 руб.,75.94 руб.
00004234,"41-003 Разъем акустический ""банан"" ""шт"" пластик ""позолоченный""на кабель, винт АС 1612 B (шт.)",,20.00 руб.,13.83 руб.,10.37 руб.,9.99 руб.
00002129,41-015 Гнездо аудио (банан) металл GOLD красный и черный (шт.),,50.00 руб.,42.59 руб.,29.58 руб.,28.40 руб.
00001453,41-017 Гнездо аудио (банан) МЕТАЛЛ GOLD (с пластиковой втулкой) красное и черное (шт.),,65.00 руб.,56.06 руб.,38.93 руб.,37.37 руб.
00004233,"АС 1612 А Разъем акустический ""банан"" ""шт"" пластик на кабель, винт (шт.)",,15.00 руб.,10.80 руб.,8.10 руб.,7.80 руб.
00004536,АС 1625 Штекер акустический (BANAN) металл GOLD красный и черный (шт.),,100.00 руб.,77.22 руб.,55.77 руб.,53.63 руб.
00004537,АС 1625 Штекер акустический (BANAN) металл красный и черный (шт.),,65.00 руб.,56.38 руб.,40.72 руб.,39.15 руб.
00004539,АС 1626 Штекер акустический (BANAN) металл GOLD красный и черный (шт.),,100.00 руб.,86.91 руб.,59.47 руб.,57.18 руб.
00004538,АС 1626 Штекер акустический (BANAN) металл красный и черный (шт.),,70.00 руб.,55.03 руб.,42.80 руб.,41.27 руб.
00003859,АС 2001 A Гнездо акустическое(банан) Ni красный и черный (шт.),,25.00 руб.,22.80 руб.,14.40 руб.,13.80 руб.
,Разъемы высокочастотные BNC,,,,,
00003087,"37-001 Разъем BNC ""шт"" металл на кабель, пайка (шт.)",,50.00 руб.,36.17 руб.,27.13 руб.,26.12 руб.
00002039,37-002 Разъем BNC штекер под винт металл с пружиной (шт.),,50.00 руб.,39.58 руб.,28.13 руб.,27.08 руб.
00001996,37-009 BNC штекер  под винт угловой (шт.),,40.00 руб.,34.22 руб.,24.32 руб.,23.42 руб.
00001166,37-013 Разъем BNC гнездо под винт на кабель (шт.),,50.00 руб.,31.79 руб.,23.85 руб.,22.96 руб.
00003257,"4-120 Разъем BNC ""шт"" металл на кабель RG-6 под обжим (шт.)",,40.00 руб.,30.78 руб.,22.23 руб.,21.38 руб.
00000053,"4-131 Разъем BNC ""шт"" пластик на кабель RG-58, RG-59, RG-6 (шт.)",,40.00 руб.,24.30 руб.,18.23 руб.,17.55 руб.
00003668,"4-134 Разъем BNC ""шт"" пластик на кабель, 2 зажима ""+ -"" под винт (неразъемный) (шт.)",,50.00 руб.,37.80 руб.,28.35 руб.,27.30 руб.
00003258,"4-135 Разъем BNC ""гн"" пластик на кабель, 2 зажима ""+ -"" под винт (неразъемный) (шт.)",,50.00 руб.,37.35 руб.,28.02 руб.,26.98 руб.
00003645,"4-142 Разъем BNC ""шт"" металл на кабель RG-6, SAT-50, SAT-703, DJ-113, TS-703 накрутка (шт.)",,50.00 руб.,43.74 руб.,32.81 руб.,31.59 руб.
00004290,"4-181 Разъем BNC ""гн"" металл на корпус под гайку (шт.)",,25.00 руб.,19.44 руб.,14.04 руб.,13.50 руб.
00004463,BNC штекер накрутка RG - 58 металл  3055 А (шт.),,40.00 руб.,35.59 руб.,26.69 руб.,25.71 руб.
00000296,АС 20-041 BNС штекер быстрозажимной (шт.),,100.00 руб.,98.41 руб.,69.92 руб.,67.33 руб.
,Разъемы высокочастотные F,,,,,
00006002,38-004 F - разъем RG - 6  20мм  (3 полосы) цинк (шт.),,10.00 руб.,7.26 руб.,5.65 руб.,5.45 руб.
00005747,"38-005 Разъем F ""шт"" на кабель RG - 6 (3 полосы) цинк ПРЕМИУМ (шт.)",,12.00 руб.,10.26 руб.,7.98 руб.,7.70 руб.
00006308,38-008 F - разъем RG - 6  с резинкой (влагозащита) (шт.),,10.00 руб.,7.85 руб.,5.89 руб.,5.67 руб.
00000201,"4-200 Разъем F ""шт"" на кабель RG-58 (шт.)",,15.00 руб.,11.97 руб.,8.51 руб.,8.19 руб.
00006001,"4-205 / F-CW41S Разъем F ""шт"" на кабель CW41S (кабель 2.4C2V) (шт.)",,20.00 руб.,16.20 руб.,12.15 руб.,11.70 руб.
00006284,"4-210 / F-59 Разъем F ""шт"" на кабель RG-59 (шт.)",,10.00 руб.,6.48 руб.,4.86 руб.,4.68 руб.
00000013,"4-220 Разъем F ""шт""  на кабель RG - 6 (шт.)",,5.00 руб.,4.32 руб.,3.07 руб.,2.96 руб.
00005086,"4-220A / F-6 Разъем F ""шт"" покрытый никелем на кабель RG-6 (шт.)",,15.00 руб.,9.72 руб.,7.29 руб.,7.02 руб.
00003951,"4-220G  Разъем F ""шт"" ""позолоченный"" на кабель RG - 6 (шт.)",,15.00 руб.,12.96 руб.,9.72 руб.,9.36 руб.
00000888,"4-220ZN / F-6 Разъем F ""шт"" на кабель RG-6 (шт.)",,10.00 руб.,4.86 руб.,3.65 руб.,3.51 руб.
00005688,"4-227 / F-6 Разъем F ""шт""  на кабель RG - 6 под обжим (шт.)",,30.00 руб.,24.30 руб.,18.23 руб.,17.55 руб.
00006285,"4-261 Разъем F ""шт"" угловой пластик на кабель RG-58, RG-59, RG-6 (шт.)",,30.00 руб.,24.30 руб.,18.23 руб.,17.55 руб.
00003259,"4-281 Разъем F ""гн"" металл на корпус с фаской (шт.)",,15.00 руб.,9.72 руб.,7.29 руб.,7.02 руб.
00003206,4-660 Заглушка F 75Ом металл (шт.),,10.00 руб.,9.00 руб.,6.75 руб.,6.50 руб.
,Разъемы высокочастотные телевизионные,,,,,
00002944,"4-002 BK Разъем телевизионный ""шт"" пластик на кабель, винт, черный (шт.)",,10.00 руб.,7.13 руб.,5.07 руб.,4.88 руб.
00002945,"4-002 WH Разъем телевизионный ""шт"" пластик на кабель, винт, белый (шт.)",,10.00 руб.,6.75 руб.,5.07 руб.,4.88 руб.
00003305,"4-002HQ BK Разъем телевизионный ""шт"" пластик на кабель, винт, черный HQ (шт.)",,15.00 руб.,11.97 руб.,8.51 руб.,8.19 руб.
00003306,"4-002HQ WH Разъем телевизионный ""шт"" пластик на кабель, винт, белый HQ (шт.)",,15.00 руб.,12.96 руб.,9.72 руб.,9.36 руб.
00003307,"4-002HQG BK Разъем телевизионный ""шт"" пластик ""позолоченный"" на кабель, винт, черный HQ (шт.)",,30.00 руб.,23.94 руб.,16.38 руб.,15.75 руб.
00004193,"4-003 BK Разъем телевизионный ""гн"" пластик на кабель, винт, черный (шт.)",,15.00 руб.,11.34 руб.,8.19 руб.,7.88 руб.
00002946,"4-003 WH Разъем телевизионный ""гн"" пластик на кабель, винт, белый (шт.)",,15.00 руб.,11.34 руб.,8.51 руб.,8.19 руб.
00000962,"4-003HQ BK Разъем телевизионный ""гн"" пластик на кабель под винт HQ черный (шт.)",,15.00 руб.,12.96 руб.,9.72 руб.,9.36 руб.
00003378,"4-003HQ WH Разъем телевизионный ""гн"" пластик на кабель под винт HQ белый (шт.)",,15.00 руб.,12.96 руб.,9.36 руб.,9.00 руб.
00004468,"4-004 BK Разъем телевизионный ""шт"" угловой пластик на кабель, винт, черный (шт.)",,15.00 руб.,11.97 руб.,8.26 руб.,7.94 руб.
00002947,"4-004 WH Разъем телевизионный ""шт"" угловой пластик на кабель, винт, белый (шт.)",,15.00 руб.,11.34 руб.,8.51 руб.,8.19 руб.
00002948,"4-005 BK Разъем телевизионный ""гн"" угловой пластик на кабель, винт, черный (шт.)",,10.00 руб.,6.48 руб.,4.86 руб.,4.68 руб.
00002949,"4-005 WH Разъем телевизионный ""гн"" угловой пластик на кабель, винт, белый (шт.)",,10.00 руб.,6.48 руб.,4.50 руб.,4.32 руб.
00003172,"4-010 Разъем телевизионный ""шт"" металл на кабель, винт (шт.)",,20.00 руб.,17.55 руб.,13.17 руб.,12.68 руб.
00000433,"4-012 / MX-153 Разъем телевизионный ""шт"" металл на кабель, винт, в индивидуальной упаковке (шт.)",,40.00 руб.,30.78 руб.,22.23 руб.,21.38 руб.
00006460,"4-013 / MX-154 Разъем телевизионный ""гн"" металл на кабель, винт, в индивидуальной упаковке (шт.)",,40.00 руб.,32.40 руб.,23.40 руб.,22.50 руб.
00003309,"4-020 Разъем телевизионный ""шт."" металл на кабель с креплением F-типа (шт.)",,50.00 руб.,38.88 руб.,28.08 руб.,27.00 руб.
00002690,"4-021 Разъем телевизионный ""гн."" металл на кабель с креплением F-типа (шт.)",,30.00 руб.,22.68 руб.,16.38 руб.,15.75 руб.
00003310,"4-080 Разъем ТВ ""гн"" металл на корпус под пайку (шт.)",,50.00 руб.,48.60 руб.,36.45 руб.,35.10 руб.
00002989,АС 2219 G TV штекер пластик белый золото (шт.),,10.00 руб.,9.00 руб.,6.50 руб.,6.25 руб.
00001232,АС 2231 G TV штекер металл золото с пружиной (шт.),,20.00 руб.,18.00 руб.,13.00 руб.,12.50 руб.
00002035,АС 2249 TV штекер пластик черный угловой (шт.),,10.00 руб.,9.00 руб.,6.50 руб.,6.25 руб.
00004913,Гнездо антенное  установочное ( Россия ) (шт.),,5.00 руб.,2.09 руб.,1.49 руб.,1.43 руб.
,Разъемы и адаптеры для автоантенн,,,,,
00003174,"4-302 Разъем автоантенны ""шт"" на кабель с пластиком (резьба) (шт.)",,40.00 руб.,30.40 руб.,21.60 руб.,20.80 руб.
00001413,"4-335 Разъем автоантенны ""гн"" на кабель с пластиком (шт.)",,40.00 руб.,32.40 руб.,23.40 руб.,22.50 руб.
00004311,"4-340 Разъем автоантенны ""гн"" с кабелем 3C2V 20см (шт.)",,60.00 руб.,47.52 руб.,36.96 руб.,35.64 руб.
00003175,"4-351 Переход автомобильной антенны Шт ""Азия"" - Гн ""Европа"" (шт.)",,40.00 руб.,31.56 руб.,23.67 руб.,22.79 руб.
